,Nom d'utilisateur,Following,Followers,Nombre total de tweet,Nombre de retweet,Contenu brut,Contenu tokenisé,Hashtags,Date
60,BelliniOdette,1119,2645,79289,706,La « taxe carbone aux frontières » qui fera payer aux importations leur juste prix du carbone est votée par le Parlement 🇪🇺C’est une première mondiale et une grande victoire politique.,"['taxe', 'carbone', 'frontiere', 'faire', 'payer', 'importation', 'prix', 'carbone', 'voter', 'parlement', 'mondial', 'grand', 'victoire', 'politique']",[],2022-06-23
61,guiofdeep,971,886,8350,706,La « taxe carbone aux frontières » qui fera payer aux importations leur juste prix du carbone est votée par le Parlement 🇪🇺C’est une première mondiale et une grande victoire politique.,"['taxe', 'carbone', 'frontiere', 'faire', 'payer', 'importation', 'prix', 'carbone', 'voter', 'parlement', 'mondial', 'grand', 'victoire', 'politique']",[],2022-06-23
62,annie_bodendahl,4995,1936,29902,8,"Aujourd'hui se tient le dernier Conseil 🇪🇺 sous présidence 🇨🇵.

#PFUE2022, c'est la taxe carbone aux frontières, Eurodac et le règlement filtrage, les salaires minimums, six paquets de sanctions contre la 🇷🇺, un avenir numérique, etc. https://t.co/YwPzFWMmSK","[""aujourd'hui"", 'tenir', 'dernier', 'conseil', 'presidence', 'pfue2022', 'taxe', 'carbone', 'frontiere', 'eurodac', 'reglement', 'filtrage', 'salaire', 'minimum', 'paquet', 'sanction', 'contre', 'avenir', 'numerique', 'etc.']",['PFUE2022'],2022-06-23
63,ArieHaziza,21,53,13,0,@jattali Il me semble qu’une taxe revient au gouvernement pour financer des programmes sociaux. L’inflation ne bénéfice pas au gouvernement il me semble.,"['taxe', 'revenir', 'gouvernement', 'financer', 'programme', 'social', 'inflation', 'benefice', 'gouvernement']",[],2022-06-23
64,Nadine73209513,97,303,30714,706,La « taxe carbone aux frontières » qui fera payer aux importations leur juste prix du carbone est votée par le Parlement 🇪🇺C’est une première mondiale et une grande victoire politique.,"['taxe', 'carbone', 'frontiere', 'faire', 'payer', 'importation', 'prix', 'carbone', 'voter', 'parlement', 'mondial', 'grand', 'victoire', 'politique']",[],2022-06-23
65,marionpaulinels,1209,219,3975,706,La « taxe carbone aux frontières » qui fera payer aux importations leur juste prix du carbone est votée par le Parlement 🇪🇺C’est une première mondiale et une grande victoire politique.,"['taxe', 'carbone', 'frontiere', 'faire', 'payer', 'importation', 'prix', 'carbone', 'voter', 'parlement', 'mondial', 'grand', 'victoire', 'politique']",[],2022-06-23
66,jesuisalexjamet,613,177,3356,393,"Cela fait 15 ans que les présidents 🇫🇷 la promettent, @EmmanuelMacron est celui qui l’a faite passer ! 

➡️Enfin, la taxe carbone aux frontières de l’🇪🇺 va être mise en place. 

Une mesure de protection fondamentale contre le dumping environnemental des entreprises hors-UE. https://t.co/248iMZfyhS","['15', 'an', 'president', 'promettre', 'faire', 'passer', 'enfin', 'taxe', 'carbone', 'frontiere', 'mettre', 'place', 'mesure', 'protection', 'fondamental', 'contre', 'dumping', 'environnemental', 'entreprise', 'hors-ue']",[],2022-06-23
67,HaceneMoussoun2,426,215,19002,3,"@BFMTV Plus rien n'est en bon état dans ce pays pourtant le plus taxé au monde !
Ou passe notre argent ?","['rien', 'bon', 'etat', 'pays', 'pourtant', 'taxer', 'monde', 'passer', 'argent']",[],2022-06-23
68,VirgoWhallala,3459,16232,313036,3,"Taxe carbone: les entreprises vont devoir participer à l'effort de guerre?

""Elles vont devoir investir et se mettre en conformité avec cette trajectoire de transition""

💬 @n_berghmans, @IDDRI_ThinkTank, 🎙️ @chrisjaku https://t.co/LaFhQ8j1vd","['taxe', 'carbone', 'entreprise', 'devoir', 'participer', 'effort', 'guerre', 'devoir', 'investir', 'mettre', 'conformite', 'trajectoire', 'transition']",[],2022-06-23
69,MartelSerge9,2789,969,12386,0,"@JustinTrudeau J AI MON VOYAGE , pense tu un jour que tu vas nous remettre un peut d argent que l ALBERTA fait avec le pétrole , quand ont sait qu il ne paye pas de taxe , que l essence est la moins chers au CANADA  et que la grande majorité des habitants sont des immigré non TAXÉ , merci .","['voyage', 'jour', 'remettre', 'argent', 'petrole', 'qu', 'payer', 'taxe', 'essence', 'cher', 'canader', 'grand', 'majorite', 'habitant', 'immigre', 'non', 'taxer']",[],2022-06-23
70,Sekure_Travaux,555,528,592,267,"""La fiscalité c’est 40% du prix du logement""
 Le propriétaire est taxé à 
               -l’achat  
               -l’usage  
               -la détention 
               -la transmission 
@UNPI_FR 
@LCI https://t.co/UiOTmB2Szy","['fiscalite', '40', 'prix', 'logement', 'proprietaire', 'taxer', ""-l'"", 'achat', ""-l'"", 'usage', '-la', 'detention', '-la', 'transmission']",[],2022-06-23
71,christinetregou,586,833,117707,174,"Ça y est! 🌱

Le Parlement 🇪🇺 adopte en plénière 3 textes majeurs pour l’action climatique:

- La réforme du marché carbone.
- Le fonds social pour le climat. 
- La taxe carbone aux frontières.

Trois pas de géant pour une action européenne + ambitieuse pour le climat!
#FitFor55 https://t.co/vVI9P1v9WR","['parlement', 'adopte', 'pleniere', 'texte', 'majeur', 'action', 'climatique', 'reforme', 'marche', 'carbone', 'fonds', 'social', 'climat', 'taxe', 'carbone', 'frontiere', 'geant', 'action', 'europeen', 'ambitieux', 'climat', 'fitfor55']",[],2022-06-23
72,JLO64217569,52,11,1778,0,"@Le_Bux 2/2 ....et on nous prend pour des cons ...au nom de l'écologie, on nous taxe et on prend des décisions qui nous pénalisent tous...mais on ne fait rien à côté pcq on n'a pas les c...... de le faire à cause du fric qui est en jeu 🤮🤮🤮🤮","['2/2', 'prendre', 'con', 'nom', 'ecologie', 'taxe', 'prendre', 'decision', 'penaliser', 'rien', 'cote', 'pcq', 'faire', 'cause', 'fric', 'jeu']",[],2022-06-23
73,ReimsMehdi,392,59,2653,0,@morad_tth @AldoSterone111 N'importe quoi ! Il va payer un contrôle technique qui coûte un bras pour une vis enfoncé dedans ? Qu'il aille au garage il lui mettrons une mèche dedans pour réparer le trou causé par la vis ..... Et ça sera moins chère que de payer une taxe à l'état,"['payer', 'controle', 'technique', 'coute', 'bras', 'vis', 'enfoncer', 'aller', 'garage', 'mettre', 'meche', 'reparer', 'trou', 'causer', 'vis', 'cher', 'payer', 'taxe', 'etat']",[],2022-06-23
74,DominiqueTryzna,161,517,63960,117,"Avancée historique pour clôturer la Présidence française de l’🇪🇺:l’adoption en plénière de la taxe carbone aux frontières ! Après un épisode de blocage, un bel exemple de consensus européen fondé sur le pragmatisme. Et si notre Assemblée nationale s’en inspirait ? Merci @pcanfin https://t.co/gHLYh9f0G0","['avancee', 'historique', 'cloturer', 'presidence', 'francais', "":l'"", 'adoption', 'pleniere', 'taxe', 'carbone', 'frontiere', 'episode', 'blocage', 'bel', 'exemple', 'consensus', 'europeen', 'fonder', 'pragmatisme', 'assemblee', 'national', 'inspirer']",[],2022-06-23
75,Myriame630,1668,2731,150541,298,"L’Espagne, en s’extirpant du carcan  européen dans le secteur, fait passer la TVA sur l'électricité de 21% à 5%, mesure financée par une taxe sur les bénéfices des grandes entreprises énergétiques. Précisément ce que nous défendons depuis des mois ! Qu’attend le gouvernement ? https://t.co/onQm60yHBo","['espagne', 'extirper', 'carcan', 'europeen', 'secteur', 'passer', 'tva', 'electricite', '21', 'mesure', 'financer', 'taxe', 'benefice', 'grand', 'entreprise', 'energetique', 'precisement', 'defendre', 'mois', 'attendre', 'gouvernement']",[],2022-06-23
76,GodAmonRe,20,1,306,706,La « taxe carbone aux frontières » qui fera payer aux importations leur juste prix du carbone est votée par le Parlement 🇪🇺C’est une première mondiale et une grande victoire politique.,"['taxe', 'carbone', 'frontiere', 'faire', 'payer', 'importation', 'prix', 'carbone', 'voter', 'parlement', 'mondial', 'grand', 'victoire', 'politique']",[],2022-06-23
77,JuvignyJoel,605,884,39360,81,"À l’initiative de la 🇫🇷 la taxe carbone aux frontières de l’🇪🇺 vient d’être adoptée!

Bravo au @Europarl_FR pour cette décision historique! 

Cette mesure nous permettra de tenir nos ambitions climatiques, tout en évitant la concurrence déloyale pour nos industriels. #PFUE2022 https://t.co/wd5Qu8gQ8j","['initiative', 'taxe', 'carbone', 'frontiere', 'venir', 'adopter', 'bravo', 'decision', 'historique', 'mesure', 'permettre', 'ambition', 'climatique', 'eviter', 'concurrence', 'deloyal', 'industriel', 'pfue2022']",[],2022-06-23
78,thecreativeglob,1297,315,52494,0,@inactualite Franchement lachez nous avec cette taxe carbone de merde qui ne sert a rien,"['franchement', 'taxe', 'carbone', 'merde', 'servir', 'rien']",[],2022-06-23
79,JFOPineau,1230,376,8324,117,"Avancée historique pour clôturer la Présidence française de l’🇪🇺:l’adoption en plénière de la taxe carbone aux frontières ! Après un épisode de blocage, un bel exemple de consensus européen fondé sur le pragmatisme. Et si notre Assemblée nationale s’en inspirait ? Merci @pcanfin https://t.co/gHLYh9f0G0","['avancee', 'historique', 'cloturer', 'presidence', 'francais', "":l'"", 'adoption', 'pleniere', 'taxe', 'carbone', 'frontiere', 'episode', 'blocage', 'bel', 'exemple', 'consensus', 'europeen', 'fonder', 'pragmatisme', 'assemblee', 'national', 'inspirer']",[],2022-06-23
80,MathieuMf,441,85,8546,126,"Historique. 
Il n’y a pas d’autres mots. 

Portée depuis 15 ans par la France, l’🇪🇺 va enfin se doter d’une taxe carbone à ses frontières. 

L’enjeu fondamental : lutter pour le climat et contre le dumping environnemental.

#PFUE2022 https://t.co/9YTFaXhQFk","['historique', 'mot', 'portee', '15', 'an', 'france', 'doter', 'taxe', 'carbone', 'frontiere', 'enjeu', 'fondamental', 'lutter', 'climat', 'contre', 'dumping', 'environnemental', 'pfue2022']",[],2022-06-23
81,PhWalkowiak,1642,22401,44020,2,"""Après l'arrêt du Conseil d'État, il n'y a plus aucune coalition qui peut dire qu'une taxation plus lourde des multinationales ne peut pas être faite. C'est possible. Si une telle taxe n’est pas mise en place, c'est une question de volonté politique"" De Morgen sur #Zelzate https://t.co/214OagPEzv","['arret', 'conseil', 'etat', 'aucun', 'coalition', 'taxation', 'lourd', 'multinationale', 'faire', 'taxe', 'mettre', 'place', 'question', 'volonte', 'politique', 'zelzate']",[],2022-06-23
82,CactusPiwic,894,223,24947,109,"Entre 24 heures  ns avons en 🇪🇺 voté la taxe carbone aux frontières, adopté les 1eres clauses miroirs pour protéger nos agriculteurs de la concurrence déloyale, et 7 autres mesures phares pr le climat ⬇️ Une semaine clé et positive…. https://t.co/xu64Xwkfzr","['24', 'heure', 'ns', 'voter', 'taxe', 'carbone', 'frontiere', 'adopter', '1ere', 'clause', 'miroir', 'proteger', 'agriculteur', 'concurrence', 'deloyal', 'mesure', 'phare', 'pr', 'climat', 'semaine', 'cler', 'positif']",[],2022-06-23
83,urbanisticus,490,516,7433,0,@MaitreCarminoa @BernaFrederic6 @Kpitaineadhoc @MathieuCasanov4 N'oublie pas la taxe d'aménagement la majoration de la foncière et la taxe d'habitation majorée aussi avec cette piscine https://t.co/VCXjwOxriC,"['oublier', 'taxe', 'amenagement', 'majoration', 'fonciere', 'taxe', 'habitation', 'majorer', 'piscine']",[],2022-06-23
84,RaoulHedebouw,1113,27609,32376,2,"""Après l'arrêt du Conseil d'État, il n'y a plus aucune coalition qui peut dire qu'une taxation plus lourde des multinationales ne peut pas être faite. C'est possible. Si une telle taxe n’est pas mise en place, c'est une question de volonté politique"" De Morgen sur #Zelzate https://t.co/214OagPEzv","['arret', 'conseil', 'etat', 'aucun', 'coalition', 'taxation', 'lourd', 'multinationale', 'faire', 'taxe', 'mettre', 'place', 'question', 'volonte', 'politique', 'zelzate']",['Zelzate'],2022-06-23
85,marie_poule,4990,1784,74289,8,"Aujourd'hui se tient le dernier Conseil 🇪🇺 sous présidence 🇨🇵.

#PFUE2022, c'est la taxe carbone aux frontières, Eurodac et le règlement filtrage, les salaires minimums, six paquets de sanctions contre la 🇷🇺, un avenir numérique, etc. https://t.co/YwPzFWMmSK","[""aujourd'hui"", 'tenir', 'dernier', 'conseil', 'presidence', 'pfue2022', 'taxe', 'carbone', 'frontiere', 'eurodac', 'reglement', 'filtrage', 'salaire', 'minimum', 'paquet', 'sanction', 'contre', 'avenir', 'numerique', 'etc.']",['PFUE2022'],2022-06-23
86,MametteLAINE,281,111,16266,23,Le parlement européen vient d’adopter son plan climat. Je l’ai voté parce que c’est mieux que ce qu’il y avait avant (dont la nouvelle taxe carbone aux frontières) mais on est très loin du compte face à l’urgence climatique. Sur ces sujets l’alliance PPE/Renew/S&amp;D est un boulet. https://t.co/VjyuHjn9Gb,"['parlement', 'europeen', 'venir', 'adopter', 'plan', 'climat', 'voter', 'mieux', 'nouveau', 'taxe', 'carbone', 'frontiere', 'loin', 'compte', 'face', 'urgence', 'climatique', 'sujet', 'alliance', 'ppe', 'renew', 's&amp;d', 'boulet']",[],2022-06-23
87,dingerjoe,2393,2932,57665,0,Le Parlement européen adopte le projet d'une taxe carbone aux frontières - https://t.co/VyGcE4eE2W,"['parlement', 'europeen', 'adopte', 'projet', 'taxe', 'carbone', 'frontiere']",[],2022-06-23
88,WALWAEWSY,80,9,1072,0,@Du_an_ra @Francois_Ruffin Mon Dieu !! Twitter regorge de génies ! Ce qui  interdit c'est d'appliquer une taxe sur une autre taxe. Ibis non idem. La TVA ne doit pas se calculer sur une autre taxe.,"['dieu', 'twitter', 'regorger', 'genie', 'interdire', 'appliquer', 'taxe', 'taxe', 'ibis', 'non', 'idem', 'tva', 'calculer', 'taxe']",[],2022-06-23
89,salicorne3,34,33,3428,13,"Notre parlement 🇫🇷 est bloqué mais le parlement 🇪🇺 est en marche !
👉La taxe carbone aux frontières est adoptée c’est historique ! 🌍 
Merci @EmmanuelMacron et @pcanfin pour cette éclaircie législative.
#GreenDeal #TaxeCarbone 
#FitFor55 #PaquetClimat #CSRD https://t.co/LnE1SY1wHK","['parlement', 'bloquer', 'parlement', 'marche', 'taxe', 'carbone', 'frontiere', 'adopter', 'historique', 'eclaircie', 'legislatif', 'greendeal', 'taxecarbone', 'fitfor55', 'paquetclimat', 'csrd']",[],2022-06-23
90,Nadiazed5,152,120,16265,393,"Cela fait 15 ans que les présidents 🇫🇷 la promettent, @EmmanuelMacron est celui qui l’a faite passer ! 

➡️Enfin, la taxe carbone aux frontières de l’🇪🇺 va être mise en place. 

Une mesure de protection fondamentale contre le dumping environnemental des entreprises hors-UE. https://t.co/248iMZfyhS","['15', 'an', 'president', 'promettre', 'faire', 'passer', 'enfin', 'taxe', 'carbone', 'frontiere', 'mettre', 'place', 'mesure', 'protection', 'fondamental', 'contre', 'dumping', 'environnemental', 'entreprise', 'hors-ue']",[],2022-06-23
91,hnkimma,3185,1216,281182,8,"Aujourd'hui se tient le dernier Conseil 🇪🇺 sous présidence 🇨🇵.

#PFUE2022, c'est la taxe carbone aux frontières, Eurodac et le règlement filtrage, les salaires minimums, six paquets de sanctions contre la 🇷🇺, un avenir numérique, etc. https://t.co/YwPzFWMmSK","[""aujourd'hui"", 'tenir', 'dernier', 'conseil', 'presidence', 'pfue2022', 'taxe', 'carbone', 'frontiere', 'eurodac', 'reglement', 'filtrage', 'salaire', 'minimum', 'paquet', 'sanction', 'contre', 'avenir', 'numerique', 'etc.']",['PFUE2022'],2022-06-23
92,_PhB,1036,87,8446,0,@houdartpascal @oliviagregoire @pcanfin Ce qui rendra plus compétitive la production européenne. Une telle taxe signifie moins de débouchés pour les produits manufacturés hors de l'Europe et dont la fabrication est la plus polluante.,"['rendre', 'competitif', 'production', 'europeen', 'taxe', 'signifier', 'debouche', 'produit', 'manufacturer', 'europe', 'fabrication', 'polluant']",[],2022-06-23
93,nikola_horvath,399,444,21191,0,"@Francois_Ruffin Macron taxe les français moyen et pauvres pour financer ses projets qui détruisent le Pouvoir d'achat de ces mêmes français. Tandis que Marine Le Pen veut utiliser l'argent du trésor public pour financer des mesures pseudo ""sociales"". Résultat: Aucun des 2 ne taxe les profiteurs.","['taxe', 'francais', 'moyen', 'pauvre', 'financer', 'projet', 'detruire', 'pouvoir', 'achat', 'francais', 'tandis', 'vouloir', 'utiliser', 'argent', 'tresor', 'public', 'financer', 'mesure', 'pseudo', 'social', 'resultat', 'aucun', 'taxe', 'profiteur']",[],2022-06-23
94,nordsud6213,3919,6754,482586,8,"Aujourd'hui se tient le dernier Conseil 🇪🇺 sous présidence 🇨🇵.

#PFUE2022, c'est la taxe carbone aux frontières, Eurodac et le règlement filtrage, les salaires minimums, six paquets de sanctions contre la 🇷🇺, un avenir numérique, etc. https://t.co/YwPzFWMmSK","[""aujourd'hui"", 'tenir', 'dernier', 'conseil', 'presidence', 'pfue2022', 'taxe', 'carbone', 'frontiere', 'eurodac', 'reglement', 'filtrage', 'salaire', 'minimum', 'paquet', 'sanction', 'contre', 'avenir', 'numerique', 'etc.']",['PFUE2022'],2022-06-23
